"Age","Gender","Country","Membership_Years","Login_Frequency","Cart_Abandonment_Rate","Total_Purchases","Days_Since_Last_Purchase","Returns_Rate","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Credit_Balance","Churned"
22,"Female","India",2.2,6,52.6,5,33,8.5,0,0,10.9,1993,"0"
29,"Female","UK",1.1,21,49.7,12,22,1,1,27.6,18.6,1527,"0"
18,"Female","Australia",3.7,7,43.9,8,56,5.4,2,27.6,10,2822,"1"
32,"Male","India",0.3,6,62,17,7,0.5,1,10.9,13.5,268,"1"
38,"Female","UK",0.6,4,78.7,10,32,10.7,4,45.5,19.2,1166,"0"
36,"Female","UK",1,10,54.2,8,32,2.6,4,0,6.2,1669,"1"
61,"Male","Canada",1.8,13,69.6,8,27,1.9,6,20.4,8.8,3097,"0"
44,"Male","Germany",3,27,68.5,17,54,5.9,4,43.5,17.1,1095,"0"
44,"Male","USA",0.9,5,64.4,6,3,1.5,2,0,17.1,1756,"0"
18,"Male","USA",0.7,23,45,27,12,6.9,8,50.6,32.1,4560,"0"
33,"Female","USA",1.8,8,57.8,19,64,9.2,1,1.3,18.6,1896,"0"
32,"Male","UK",8.1,19,49.5,11,0,5.2,0,27.6,24.9,3619,"1"
28,"Female","Germany",2.8,5,56.4,10.4,12,2.5,0,14.6,17.7,1365,"0"
28,"Male","USA",0.7,2,77,18.2,21,4.2,2,3.1,13.1,369,"1"
18,"Female","USA",2.1,25,49,17,38,5.4,4,34.5,37.1,1896,"0"
22,"Male","UK",0.8,22,45.6,13,18,5.9,4,61.1,23,1524,"1"
48,"Female","USA",3.3,18,47.5,13,13,0.3,5,49.1,19.8,1896,"1"
36,"Female","UK",1.9,25,55.3,15,21,1.4,5,51.5,18.5,2225,"1"
31,"Female","USA",4.8,1,56.5,7,0,12.6,4,27.9,22.8,2198,"0"
37,"Female","USA",3.8,5,88.4,3.9,3,5.6,0,50.9,2.1,1896,"1"
52,"Female","USA",2.3,14,52.2,15,20,7.6,4,48.2,7.7,2204,"0"
38,"Female","USA",2.5,27,17.5,36,8,15.2,9,59.3,37,4111,"0"
44,"Female","France",5.3,7,71.5,10.4,48,15.4,3,6.4,22.8,2099,"0"
27,"Male","France",3.9,13,57.9,9,33,2.4,3,10.8,19.6,1480,"0"
30,"Female","France",3.1,8,58.8,15,11,11.2,5,49.9,15.9,2174,"0"
42,"Male","Japan",1.7,4,79.2,12,1,1.7,1,25.1,9.6,1243,"0"
60,"Female","UK",4.3,5,81.1,3,11,10.6,0,28.7,0,1918,"1"
55,"Female","USA",1.4,23,78.1,11,58,11.7,1,12.8,6.3,1931,"1"
44,"Male","Australia",1.2,10,63.8,15,3,1.1,2,19.3,18.4,1556,"0"
39,"Female","Canada",3.1,9,54.3,5,58,0.9,1,21.5,13.1,882,"0"
54,"Female","Japan",2.4,6,44.9,6,21,7.2,0,38.2,9.1,1084,"0"
47,"Female","USA",2.4,12,59.2,7,21,0.4,1,3.1,16.2,1616,"0"
18,"Male","Australia",1.7,5,48.1,18.2,9,5.4,4,12.6,17.7,3735,"0"
25,"Male","Australia",5.2,16,51.3,19,42,4.1,2,27.6,18.3,2376,"0"
42,"Female","Japan",5.4,40,27.3,23,31,8.3,10,68.2,39.8,3248,"0"
18,"Male","Japan",2.5,23,31.7,17,5,15.5,7,50.6,27,3060,"0"
27,"Female","Japan",2.3,8,66.7,10,22,4.4,2,33.6,15.6,269,"0"
29,"Female","India",5.4,14,70.8,14,43,3,4,28.7,24,1770,"0"
34,"Male","USA",0.8,24,36.2,22,21,5.2,2,27.6,23.7,1319,"0"
34,"Female","UK",1.5,21,32.4,17,31,5.4,6,31.8,22.3,1896,"0"
34,"Female","Japan",0.8,5,87.4,3,5,18.8,0,14.1,6.4,1402,"1"
47,"Male","UK",0.8,1,68,13,0,4.6,2,29.2,18.2,2792,"0"
34,"Female","India",4.3,6,58,5,19,0.6,0,11,8.7,901,"0"
33,"Male","France",1.9,13,71.8,13,62,8.1,1,41.3,11.8,2075,"1"
21,"Male","Australia",8.7,4,69.1,17,10,15.3,4,14.9,11.7,2575,"0"
50,"Female","France",3.9,1,55.3,6,32,5.5,3,21.5,14.3,3147,"0"
29,"Female","UK",1.6,18,32.1,19,4,12.7,6,48.4,37.9,4067,"1"
24,"Male","USA",6.1,18,60.3,14.3,31,1,5,41.7,11.6,813,"1"
40,"Male","Germany",3.2,6,73.9,13,48,7.8,2,32.8,15.2,0,"0"
28,"Male","USA",4.4,21,51.4,22.1,42,18,5,34.6,33.7,1415,"1"
31,"Female","USA",6.9,2,64.3,5.2,16,2,3,5.9,16.3,285,"0"
41,"Male","USA",5.6,15,44,10,61,6.1,1,33,11.5,1299,"0"
34,"Female","USA",3.4,17,35.1,18.2,24,12.1,7,28.8,22.5,3303,"0"
65,"Male","USA",2.2,14,46.3,14.3,2,1.1,3,17.6,26.7,2261,"0"
37,"Female","India",2.5,8,47.6,10.4,7,6.2,2,45.7,28.5,1896,"0"
45,"Female","France",1.2,20,43.2,20,26,16,2,34.7,20.4,3540,"1"
18,"Male","Germany",2.7,10,52.8,15,130,15.5,4,44.2,29.6,1896,"1"
27,"Male","France",1.8,6,65.9,10,0,5.4,2,14.1,14.4,1475,"0"
24,"Male","Germany",1.3,12,51.4,11,15,7.6,4,9,14.9,1281,"0"
26,"Female","USA",2.9,0,64.7,2,4,2.4,0,11.7,12.3,168,"0"
42,"Female","Japan",2.7,11,62.4,9,10,4.5,2,24.1,12.2,2717,"0"
50,"Female","USA",0.9,6,53.4,14.3,68,9.4,2,35.6,24.5,3439,"0"
42,"Male","USA",1.3,4,70.4,7,51,5.4,2,6.9,9.3,1896,"1"
35,"Female","USA",1.6,16,28.2,28.6,152,2,6,57.2,28.7,2859,"0"
30,"Male","Australia",5.3,23,45.5,16.9,27,2.4,5,27.6,23.9,2576,"0"
51,"Female","UK",3.3,1,70.2,6.5,10,8.4,0,20.2,17.8,2689,"0"
62,"Female","UK",5.6,17,69.8,6,102,8.4,1,10.6,11.2,407,"1"
39,"Female","USA",0.6,13,44.1,18.2,25,6,2,60.7,18.6,1030,"0"
49,"Male","Japan",2.5,7,37.2,19,8,6.9,6,55,28.8,3536,"0"
42,"Female","France",1,27,29,21,13,5.4,3,63,34,3966,"0"
47,"Female","USA",3.3,15,68.2,9.1,123,6.7,3,31.7,5.1,2858,"1"
24,"Female","USA",5.4,18,53.7,13,7,8.3,3,36.3,21.5,1960,"1"
32,"Female","UK",6.3,15,48.2,14,6,2.2,1,28.6,13.2,2834,"0"
42,"Male","USA",2.5,11,70,8,30,21.6,1,25.6,9.8,3394,"0"
38,"Other","USA",3.5,4,70.8,19.5,91,1.7,4,0,18.6,579,"1"
28,"Female","Australia",0.1,18,44.8,17,22,8.5,2,44.6,26.7,853,"1"
18,"Female","Canada",3.4,22,44.1,16.9,36,3.6,0,17.9,22.1,2161,"0"
32,"Male","UK",2.4,15,63.3,14,21,2.7,2,0,11.4,2055,"1"
50,"Male","USA",4.2,8,66.7,8,6,7.9,0,27.6,15,2007,"0"
18,"Female","USA",1.4,16,47.8,12,19,8.5,2,55.1,28.8,2419,"1"
23,"Female","France",0.3,29,48.7,29,16,13.9,8,55.7,31.3,1896,"0"
39,"Female","India",3.4,14,72.7,14,94,8.8,2,27.4,18.6,2685,"0"
36,"Male","India",1,21,30.3,19,75,6.1,3,61.2,36.6,2836,"0"
45,"Female","USA",3.6,12,45.9,19.5,105,5.4,2,56.8,23.3,3737,"0"
23,"Female","Germany",3.4,33,22.8,20,65,4.3,2,27.6,45.4,5747,"1"
34,"Female","USA",5.3,4,59.7,9,4,6.2,2,0,17.7,542,"0"
52,"Male","USA",0.9,9,86.7,8,33,5,0,39.1,12,309,"1"
23,"Female","Canada",1.3,7,27.4,10,4,8.5,2,21.9,18.6,4045,"0"
55,"Male","France",3.2,6,69.1,10,43,5.4,3,25.7,14.4,1475,"0"
25,"Female","India",4.1,12,48.9,11,4,6.1,7,27.6,21.8,1310,"0"
48,"Female","India",5.7,2,72.4,4,56,10.1,3,8.1,11.7,1896,"1"
33,"Male","USA",2.7,0,88.1,7,43,8.5,1,0,8.9,3100,"1"
24,"Male","UK",2.8,8,55.5,14,43,3.1,2,30.4,18.6,1504,"1"
32,"Female","Germany",7.6,4,49.3,7,1,7,1,0,20.4,2418,"1"
44,"Male","France",8.9,18,52.4,14,55,16.4,3,33.1,26.2,1896,"0"
37,"Male","Canada",0.4,13,80.3,11,9,15,1,23.5,18.3,2152,"0"
51,"Male","USA",2.4,19,28.1,18,13,10.6,5,27.6,26.6,3253,"0"
55,"Female","Australia",2.4,2,72,15.6,11,2.5,0,26.2,0.1,2205,"1"
23,"Male","Australia",5.6,12,48.4,14,4,2.3,4,35.2,18.6,1470,"1"
22,"Female","India",2.5,16,47.2,19,68,6.1,4,39.3,23.1,3932,"1"
22,"Male","Australia",0.1,11,39.8,26,52,2.4,2,8.9,27.6,1032,"0"
27,"Male","France",1.9,3,66,9.1,33,10.4,2,27.6,18.6,189,"0"
51,"Female","UK",1.2,11,62.1,15,5,8.4,1,23.3,25.8,2285,"0"
44,"Female","USA",2.3,21,75.5,8,26,4.7,3,11.9,9.9,1896,"0"
31,"Male","USA",1.6,19,55.9,14.3,6,11,7,40.9,21.2,4046,"0"
37,"Male","Germany",8.4,10,61,12,21,4.6,2,9.1,25.1,1896,"0"
54,"Male","France",4.8,2,94.4,6,17,1.6,2,27.6,5.1,1896,"0"
60,"Male","Germany",8.2,9,77.3,6.5,75,9.5,2,16.5,18.6,1893,"1"
41,"Female","Canada",1.5,19,63.4,13,75,7.5,5,35.2,23.7,1020,"0"
18,"Female","Canada",0.6,15,36.4,18,13,13.7,2,8.6,16.1,3013,"0"
41,"Male","USA",0.9,22,28.4,21,1,5.4,4,50.6,29.6,2009,"0"
38,"Male","USA",3.3,5,81.6,14,3,15.4,0,5.3,22.8,1697,"0"
40,"Male","USA",1.6,6,53.6,9,7,0.6,1,27.6,17.8,571,"0"
46,"Female","UK",1.5,14,60.9,14,34,15.2,3,27.6,18.6,1896,"0"
42,"Male","USA",4.8,22,32.4,19,38,2.4,3,29.2,31.8,1896,"0"
23,"Male","USA",2,0,73.5,2.6,7,6.1,0,0,2.6,896,"1"
27,"Male","Australia",6.8,7,58.4,9,21,1.8,0,0,9,1896,"0"
34,"Female","USA",2.4,3,51.6,13,1,3.7,0,27.8,15,1896,"0"
50,"Female","Canada",3.5,5,83.9,7.8,15,5.4,2,1.6,12.9,1896,"1"
28,"Male","USA",2.3,20,37.7,14,109,4.6,10,48,37.4,0,"0"
43,"Male","UK",1.7,0,76.5,9,21,8.6,2,0,18.6,461,"1"
41,"Male","USA",1.7,14,81.7,7.8,21,5.4,0,18.5,18.6,528,"0"
57,"Male","USA",2.3,13,43.2,17,48,5.4,11,41.7,33.4,3320,"0"
37,"Female","USA",6.7,9,67,11.7,14,17.2,0,0,19.4,3276,"0"
18,"Female","UK",5.1,9,66.9,9,56,14.4,6,19.8,18.6,1437,"0"
45,"Male","Australia",0.3,9,60.1,10,9,5.4,2,0,11.6,564,"0"
63,"Male","India",3,23,41.2,27.3,32,13,3,65.4,45.3,1959,"0"
46,"Female","USA",4.2,15,47.7,14,12,20.1,2,42.5,18.6,3920,"1"
28,"Female","India",0.5,12,72,11,21,2.3,3,25.3,22.4,2355,"0"
25,"Female","USA",8.9,26,0,28,23,3.7,14,50.8,35.2,3643,"0"
26,"Female","Australia",0.6,6,48.2,14.3,11,2.2,2,51.1,20,2707,"0"
62,"Female","Canada",3.6,9,55.9,9,66,1.2,1,23.1,17.8,2449,"1"
34,"Male","USA",4.7,23,43,19,16,8,4,65.3,18.6,5061,"0"
30,"Male","USA",1.1,21,42.7,28.6,37,15.2,4,5.1,18.4,2179,"0"
36,"Female","USA",2.3,17,58.8,21,19,25.1,2,27.6,26.8,1896,"0"
34,"Male","USA",1.9,18,20.8,17,0,0.3,10,36.9,40.2,4360,"1"
56,"Male","Germany",4,3,70,9,47,13.5,4,19.6,16.2,0,"1"
25,"Other","Canada",1.7,29,30.4,23,6,2.4,10,45.5,30.7,3494,"0"
52,"Male","Australia",1.1,4,32.4,15.6,81,4.6,2,45.8,15.1,1896,"0"
39,"Female","UK",1.5,0,72.5,5,6,3.7,0,0,0,1858,"1"
52,"Female","Canada",1.5,11,68.5,10,8,20.5,1,40.5,10.9,1896,"0"
56,"Male","USA",1.4,4,78.1,8,10,2.8,2,27,11,1214,"0"
39,"Male","Canada",1.9,7,78.3,9.1,72,6.4,2,43.3,12.4,2240,"0"
34,"Male","USA",4.5,3,58.5,7,48,2.7,4,20.7,17.5,2391,"1"
38,"Male","UK",0.7,0,77.2,9,50,7.4,2,0.4,9.9,1458,"0"
36,"Male","Australia",5.3,12,71.6,11.7,68,9,4,16.1,20.6,473,"0"
18,"Female","Germany",3.9,25,35.7,33.8,24,10.9,7,65.9,31.7,4317,"1"
56,"Female","USA",1,15,60.2,12,21,5,2,54.2,33.6,2296,"0"
40,"Male","Japan",2.9,15,56.8,17,31,2,3,35.4,11.5,1238,"0"
24,"Male","USA",1.7,6,73.7,9,3,6.4,0,0,5.7,1514,"0"
18,"Female","UK",6,14,51.9,10,46,8.1,5,27.6,13.2,3220,"1"
18,"Male","UK",3.7,14,65.6,8,4,3.3,3,36.4,16.1,493,"1"
47,"Female","Germany",0.4,18,35.6,14,7,10.6,3,34.8,6.4,2585,"0"
30,"Female","Australia",1.3,10,63.8,14.3,7,1.6,5,38.5,18.1,2340,"1"
32,"Male","USA",1.6,8,49.3,10,37,5.4,0,27.6,22.1,1941,"0"
43,"Male","USA",4.8,11,43.5,16.9,38,4.7,4,44.8,15.8,2871,"0"
31,"Female","USA",2.5,12,50.8,18,52,1.3,4,75.3,25.3,2334,"1"
44,"Female","France",5.6,26,34.8,20,51,2.1,2,67.5,39.6,3086,"0"
39,"Female","Germany",3.1,11,60.6,9.1,24,2.5,1,8.3,13,1698,"1"
36,"Female","USA",4.7,13,77.5,7,40,9.1,2,6.5,17.9,0,"0"
19,"Female","UK",4.1,17,69.2,13,8,9.5,2,38.3,14.5,1896,"0"
28,"Female","UK",1,5,65.3,13,62,7.8,3,10.4,19.7,1265,"0"
45,"Female","Canada",3.8,16,61.1,8,25,5,2,11,21.4,0,"0"
29,"Male","Australia",2.1,5,72.3,5,8,11.8,0,27.6,18.6,1486,"0"
52,"Female","India",2.9,7,79.1,8,19,2.8,6,27.6,24.4,1823,"0"
38,"Female","USA",4.7,10,59.7,9.1,37,5.4,1,18.7,19,1896,"0"
38,"Male","Canada",9.8,11,64.2,11,62,0,4,30.5,13.3,1690,"0"
55,"Male","Australia",0.8,16,51.3,15,31,6.3,4,37.6,24.7,1747,"0"
46,"Male","USA",1.8,0,77.7,3,19,10.2,0,8.4,12.9,0,"1"
31,"Male","USA",3.9,2,58.8,14.3,46,15.8,2,0,9.6,636,"0"
40,"Male","USA",0.8,13,50.6,11,5,5.4,0,27.6,16.7,1896,"0"
62,"Female","UK",1.9,14,60.8,14.3,11,3.8,4,32.1,13.6,2167,"0"
31,"Male","USA",2.4,0,77.5,8,53,5.4,1,5.7,3.3,2712,"1"
25,"Female","UK",2.2,9,41.1,15,77,1.4,5,29.6,21.3,1478,"0"
24,"Male","Japan",2.4,21,35.8,21,40,10.8,8,27.6,18.6,4711,"0"
35,"Female","Australia",2.2,1,56.2,19.5,4,6.8,4,30.6,18.6,1853,"0"
25,"Female","Canada",2.4,38,16.5,25,17,5.4,7,97.2,18.6,4614,"0"
58,"Male","Canada",1.4,22,32.8,26,27,15.6,8,53,34,1896,"0"
40,"Male","France",3.1,19,42.9,28.6,8,1.1,10,35.6,30.6,2860,"0"
49,"Male","USA",9.3,25,39.6,20,27,2.1,7,70,36.7,2570,"0"
34,"Female","Canada",5.1,21,45.9,22,31,10.6,3,41.5,29.1,3304,"0"
24,"Female","UK",0.6,15,61.5,10,95,1.3,4,22.8,21.9,1554,"0"
22,"Male","UK",1.3,20,41,17,35,4.8,3,27.6,23.2,866,"1"
27,"Female","UK",1.5,13,63,13,18,7.7,2,43.4,25.8,287,"0"
42,"Female","France",3.9,23,32.1,19,23,9.8,6,71.5,38,1393,"0"
44,"Male","UK",2.6,15,23.6,17,21,12.2,5,36.3,35.8,5648,"0"
45,"Male","India",1.7,7,45.9,14,2,4.2,3,43.4,36.7,3012,"0"
20,"Male","India",1,0,62.1,5,31,4.7,0,3.8,1.3,552,"1"
37,"Male","Japan",1.2,17,69.9,7,14,1.8,1,38.1,13.4,1896,"0"
38,"Male","USA",1.6,10,65,5,3,15.4,3,8.4,8.7,0,"0"
42,"Female","Canada",0.7,15,24.9,19,44,1.7,2,32.8,33.2,2344,"0"
43,"Female","USA",2.7,15,34,22.1,7,4.3,7,48.6,18.6,1896,"0"
23,"Female","USA",2,9,88.4,6.5,45,27.1,0,27.6,0,267,"1"
49,"Male","Canada",3,12,44.5,18.2,61,12.6,5,54.7,18.6,1896,"0"
66,"Male","India",1.4,0,74,5,27,8.8,0,0,14.1,425,"1"
48,"Male","USA",4.3,11,56.9,7,30,2.5,0,21.4,15.8,1768,"0"
36,"Female","UK",2.9,4,64.1,7,77,1.2,4,30.6,10.1,1549,"0"
34,"Female","Germany",3.3,29,34.4,19,21,3.3,10,36.2,27.2,3598,"0"
35,"Male","Australia",0.6,2,72.2,4,38,12.2,1,27.6,15.8,118,"1"
28,"Male","USA",0.8,7,82.4,8,31,7.4,6,48.1,19.4,2702,"0"
41,"Female","Canada",4.4,8,72.6,9.1,10,3.3,1,27.6,4.8,1813,"0"
24,"Female","USA",2.9,21,65,11.7,35,7.4,1,43,15.4,1727,"0"
18,"Female","France",3.5,13,68.3,10,14,5.4,0,6.8,10,1170,"0"
40,"Female","USA",2.7,24,33.4,23,58,8.8,6,60.8,28.2,4136,"0"
38,"Female","France",1.1,23,76.4,11,21,1.9,4,11.8,13.2,1626,"0"
31,"Male","Germany",2.1,13,55.5,13,2,1,2,37.8,14.5,658,"0"
38,"Male","Japan",2.2,14,85.3,13,9,1.8,1,29.6,18.2,0,"0"
41,"Male","UK",6.3,5,68.5,8,171,4.7,1,28.7,10.5,1024,"1"
26,"Female","USA",2.3,18,46.8,14,21,3.5,2,48.5,22.2,723,"0"
36,"Female","France",5.3,10,75.5,4,27,8.9,1,9.7,7.2,293,"1"
59,"Male","France",4.3,26,53,14,6,3.7,5,39.1,25.3,895,"0"
45,"Female","Australia",4.3,38,11.9,23,1,1.3,10,27.6,38.2,4297,"0"
21,"Female","Canada",3.3,27,48.2,19,70,1,3,75.2,25.3,3229,"0"
22,"Male","Germany",1.5,7,79.6,6.5,47,0.6,0,29.2,13.8,1225,"1"
39,"Female","Japan",1.1,13,55.8,15.6,50,2.2,4,27.6,18.6,764,"0"
21,"Male","USA",3.2,4,72.4,5.2,88,4,0,2.7,3.9,76,"1"
18,"Male","Germany",2.4,17,90.2,6.5,3,0.5,1,5.9,10.7,0,"1"
44,"Male","UK",2,20,34.1,33.8,7,5.4,7,47.5,30.8,1896,"0"
41,"Male","UK",0.8,9,87,6,29,5.1,0,27.6,18.6,868,"1"
43,"Female","USA",2.6,16,49.2,15,44,3.3,5,34.6,24.2,2998,"0"
41,"Female","France",2.8,2,86,6,23,7.1,2,30.4,2.4,2459,"1"
37,"Female","USA",2,16,62.7,15,2,3.8,1,22,15.7,3897,"1"
30,"Female","USA",1.3,16,64.6,10,23,9.4,6,43.5,15.5,1896,"0"
44,"Female","USA",5.4,24,28.5,22.1,29,12,8,27.6,34.8,1829,"1"
56,"Female","USA",10,12,52.6,17,11,12.6,4,16,27.5,324,"1"
31,"Male","USA",3.2,2,64,7,80,2.3,2,14.5,18.7,1896,"1"
25,"Male","UK",4.9,8,54.4,12,28,1.1,4,13.6,25.6,2849,"1"
24,"Male","USA",3.6,11,62.3,16,7,2.1,2,34.5,21.2,2351,"1"
27,"Female","USA",1.7,27,36.7,22,30,7.3,5,27.6,29,1799,"0"
38,"Female","India",2.7,7,70.6,7.8,12,3.5,1,15.7,20.8,1896,"0"
18,"Male","Canada",2.7,17,54.4,10,3,1.5,7,2.1,18.3,1608,"0"
43,"Female","Canada",1.2,7,70.8,11,0,2.2,0,23.6,16.7,747,"0"
45,"Male","Australia",1.3,7,77.4,3.9,17,4,1,0,18.6,1519,"1"
18,"Female","Germany",1.2,2,62.9,10.4,11,3.7,2,26.2,18.6,1896,"1"
26,"Female","UK",4.4,7,61.6,5,86,10.2,0,31.8,1.3,1213,"1"
38,"Female","USA",3.5,21,56,13,2,0.4,5,27.2,18.6,1806,"0"
36,"Female","France",5.2,3,61.5,23.4,42,3.8,1,28.3,18.6,593,"0"
44,"Female","USA",2.8,20,61.8,6,32,4.1,5,37.3,20.9,2872,"0"
36,"Male","USA",2.4,10,56.5,17,16,7.6,6,27.6,23.7,4136,"1"
53,"Female","France",1.9,10,59.2,18,34,0.8,2,16.3,15.2,3389,"1"
34,"Female","Germany",0.7,4,73.3,7,26,3.4,2,5.4,15.8,0,"0"
26,"Male","Australia",4,14,36.6,19,48,4.7,1,11.9,25.4,1896,"1"
25,"Female","Canada",4.1,12,56.1,27.3,23,4.8,1,34.4,20.6,2051,"0"
46,"Male","Germany",4.9,6,64.4,9,62,19.4,3,30.5,21.7,1027,"1"
38,"Male","UK",1.2,19,60.3,11,21,5.4,5,27.6,17.2,2165,"0"
45,"Male","USA",4,16,66.4,8,14,8.3,1,19.3,14.7,355,"0"
45,"Female","UK",1.7,6,48.2,9,33,4,2,26.8,19.1,1896,"0"
18,"Male","USA",0.6,6,76.8,4,8,3.4,2,0,10.5,1092,"0"
24,"Female","Japan",2.5,22,34.1,24.7,91,3.7,9,83,32.8,3694,"1"
25,"Female","USA",4.4,20,51.2,15.6,13,23.7,2,23.8,13,1493,"0"
28,"Male","Australia",1.6,9,82.6,3,13,5.8,0,0,14.2,1824,"1"
32,"Female","India",1.8,7,92,5.2,13,0.8,1,18.1,6.5,1832,"1"
38,"Female","USA",2.8,7,74,8,32,7.9,0,10.2,10.1,0,"0"
52,"Female","Canada",4.7,20,27.4,21,9,5,5,60.4,31.3,4573,"0"
34,"Male","Australia",3.6,11,59.9,15.6,10,8.5,4,53.6,20.1,1896,"0"
34,"Male","UK",3.8,2,64.6,7,14,0.7,2,16.4,14.3,1896,"0"
29,"Male","USA",4.9,21,39.1,22,10,5.4,2,34.9,32.7,1410,"0"
39,"Male","UK",1.5,11,60.8,5,6,8.2,1,17.1,13,0,"0"
40,"Male","USA",5.5,0,83.9,3.9,34,5.4,0,0,11.8,0,"1"
47,"Female","India",4.6,4,72.5,7.8,18,2.5,2,23.5,4.5,2399,"0"
47,"Male","Germany",2.4,10,49.7,11.7,28,5.9,2,52.1,21.6,2999,"0"
18,"Male","USA",2.5,5,45.1,11,14,9.7,2,27.6,13.8,3525,"1"
36,"Male","Australia",3.1,0,65.7,12,20,11.8,1,27.6,2.5,1013,"1"
54,"Other","Canada",2.3,4,70.4,3,49,1.7,0,35.9,20.7,715,"1"
32,"Female","Australia",1.1,17,46.7,13,26,4.7,3,65,24.3,1673,"0"
51,"Female","Australia",0.5,9,43.3,14.3,8,5.4,1,25.9,24.1,2219,"0"
34,"Male","Germany",0.9,5,60.3,12,21,3.8,2,11.1,15.2,2397,"0"
40,"Male","USA",2.4,18,56,16,14,6.9,3,59.3,25.4,1425,"0"
24,"Female","Canada",0.9,13,60.9,9,35,6.9,1,27.6,18.6,240,"0"
24,"Female","Canada",6.1,11,52.7,9,32,8.8,2,33.2,19.8,2954,"1"
46,"Male","Australia",1.4,16,58.6,7,14,5.4,2,4.8,7.4,609,"0"
48,"Female","USA",5.9,2,78,9.1,29,2.4,2,0,6.8,0,"0"
38,"Male","Canada",3.8,9,44.7,13,5,5.4,2,26,23.7,1054,"1"
23,"Male","Australia",1.7,0,62.3,4,13,5.4,0,27.6,14.4,0,"1"
38,"Female","USA",2,4,51.3,6,4,12,0,15.9,13.8,1220,"0"
53,"Female","Canada",2.2,26,36.1,17,2,3.1,4,47.1,30,3408,"0"
58,"Male","Australia",2.6,13,78.4,6,11,7,1,27.6,20.8,1896,"1"
34,"Female","UK",0.9,9,57.7,5,6,8,2,18.1,7.4,1080,"0"
38,"Female","USA",1.4,4,74.2,5.2,9,7.2,1,15.4,5.9,777,"1"
48,"Female","France",2.4,1,74.6,9,25,2.6,1,0,7.8,1593,"0"
34,"Female","USA",2.6,20,24.1,21,21,6.3,9,58.7,33,3694,"0"
49,"Female","Canada",2.1,9,48.3,15.6,27,1.2,5,14.7,27.4,2348,"0"
38,"Female","USA",1.6,7,57.9,8,21,0.3,3,11.7,12.5,1472,"0"
27,"Male","UK",2,17,44.7,24,35,5.4,3,80.3,33.8,1896,"0"
38,"Female","India",1.9,18,54.8,22.1,87,5.3,4,25.4,20.6,1178,"0"
53,"Female","India",0.2,16,65.1,7,3,18.6,1,20.4,25.8,1896,"0"
36,"Male","USA",3.9,14,57.5,13,18,4.2,2,44.4,24.2,2468,"1"
25,"Male","Germany",3.5,18,56.3,11,8,5.4,1,33.1,20.2,3559,"0"
18,"Female","USA",2.4,12,62.8,13,80,22.1,5,39,25.2,1516,"0"
28,"Male","Germany",5.2,16,63,12,24,0.8,0,33.9,21.6,2387,"0"
33,"Female","France",1.1,19,40.9,12,21,5.4,5,29.8,24.3,1094,"0"
47,"Male","UK",0.7,14,55.4,13,42,5.1,3,27.6,20,1925,"0"
24,"Female","UK",1.3,12,46.8,14.3,1,15.7,2,28.8,21,1951,"1"
56,"Female","Canada",2.4,0,63.8,3.9,9,12.6,0,11.2,10.7,1896,"1"
21,"Female","USA",0.2,21,68.8,17,17,1.3,6,31.2,20,1376,"1"
65,"Male","UK",6.6,2,66.6,10,10,3.7,0,19.7,16.6,1896,"0"
58,"Male","Australia",0.8,22,42.8,20,41,1.3,7,55.9,33.7,3517,"0"
39,"Female","USA",0.1,0,78.4,5,22,2.6,1,10.5,18.6,2526,"1"
18,"Male","Canada",4.9,11,74,16,19,5.7,0,15.3,12.5,1896,"1"
37,"Male","USA",2.3,17,45.3,13,23,8.8,3,5.5,10.4,841,"0"
33,"Female","France",1.9,12,61.4,10,21,8.9,3,18.5,18.6,395,"1"
22,"Male","USA",2.7,19,43.2,20.8,25,4.6,3,67.7,29.1,3097,"0"
41,"Female","France",4.8,2,62.3,10,2,1.3,1,28.2,8.7,786,"0"
28,"Female","UK",2.9,37,41.3,23,11,1.1,1,49.7,30.2,5217,"0"
29,"Male","Canada",4.1,1,72.2,8,11,2,2,17.6,7.2,1987,"0"
35,"Female","Germany",3.2,4,38.1,14,11,5.4,4,27.6,27.4,4310,"0"
31,"Male","USA",3,24,40.4,19,15,10.2,6,42.9,33.9,3192,"0"
62,"Male","UK",2.8,19,51.6,14,29,5.9,5,41.9,18.6,2650,"1"
31,"Male","Australia",1.1,6,83.9,2,20,1,2,27.6,2.5,642,"1"
43,"Female","UK",3.1,0,64.2,2,18,4.1,0,6.1,8.4,2174,"1"
39,"Female","UK",1.8,20,54,19,12,9.7,4,27.6,26.3,2924,"0"
42,"Female","Canada",3.1,0,68.7,6,9,5.4,0,0,4.7,1181,"1"
43,"Female","France",6,5,77.2,7,21,18.7,2,20.3,19.6,1922,"1"
48,"Female","USA",2.8,5,52.1,12,26,6.8,2,17.7,16.1,1896,"0"
41,"Male","Canada",0.4,6,61.7,4,21,2.9,1,4.8,7.8,2206,"0"
40,"Female","Australia",0.9,11,59.8,12,21,2.9,0,33.5,20.1,2113,"0"
38,"Female","USA",3.9,6,51.4,0,154,8.9,6,22.7,9.1,1657,"1"
36,"Male","Germany",3.7,18,72.1,10,43,4.8,1,36.7,9.4,1308,"0"
27,"Female","USA",3.9,0,66.8,3,11,8.5,0,12.6,8.8,2773,"0"
